tweet_id,favorites,retweet_count
688547210804498433,2397,627
688519176466644993,2148,657
688385280030670848,8535,4075
688211956440801280,2076,751
688179443353796608,1977,527
688116655151435777,2609,697
688064179421470721,1595,323
687841446767013888,5012,2249
687826841265172480,2516,1009
687818504314159109,2279,862
687807801670897665,2198,657
687732144991551489,1616,595
687704180304273409,2240,764
687664829264453632,1802,470
687494652870668288,1755,527
687480748861947905,1473,221
687476254459715584,1826,481
687460506001633280,1907,491
687399393394311168,1748,551
687317306314240000,18625,8333
687312378585812992,4001,1726
687127927494963200,4964,2049
687124485711986689,2016,461
687109925361856513,5353,2227
687102708889812993,2168,870
687096057537363968,2076,551
686947101016735744,7974,2899
686760001961103360,3238,1256
686749460672679938,3198,1316
686730991906516992,3801,1088
686683045143953408,2606,730
686618349602762752,3407,1237
686606069955735556,1750,490
686394059078897668,1590,631
686386521809772549,3006,791
686377065986265092,2045,514
686358356425093120,1993,599
686286779679375361,3709,1521
686050296934563840,2061,665
686035780142297088,1061,104
686034024800862208,2840,1037
686007916130873345,2277,363
686003207160610816,1679,563
685973236358713344,1936,477
685943807276412928,1498,534
685906723014619143,6890,2584
685681090388975616,1884,110
685667379192414208,2178,508
685663452032069632,2971,1331
685641971164143616,2688,695
685547936038666240,30332,14092
685532292383666176,2805,1045
685325112850124800,8672,3577
685321586178670592,2438,578
685315239903100929,3027,944
685307451701334016,1923,395
685268753634967552,2834,1071
685198997565345792,2138,588
685169283572338688,3776,1273
684969860808454144,2215,326
684959798585110529,6284,2807
684940049151070208,2963,944
684926975086034944,3216,417
684914660081053696,3215,1320
684902183876321280,1717,463
684880619965411328,1920,724
684830982659280897,32312,19638
684800227459624960,2513,902
684594889858887680,8169,3164
684588130326986752,3806,1275
684567543613382656,2758,1101
684538444857667585,2435,855
684481074559381504,3563,1069
684460069371654144,1811,503
684241637099323392,7473,2946
684225744407494656,1141,183
684222868335505415,3510,1240
684200372118904832,1983,945
684195085588783105,1760,456
684188786104872960,3218,1047
684177701129875456,1863,592
684147889187209216,2738,1368
684122891630342144,1861,425
684097758874210310,3782,1297
683857920510050305,3512,1020
683852578183077888,1791,315
683849932751646720,2410,851
683834909291606017,2411,1019
683828599284170753,2582,970
683773439333797890,3069,1218
683742671509258241,5969,2996
683515932363329536,6781,2610
683498322573824003,2929,872
683481228088049664,2444,902
683462770029932544,2240,620
683449695444799489,3573,1456
683391852557561860,7040,2173
683357973142474752,2664,822
683142553609318400,2641,933
683111407806746624,3141,816
683098815881154561,1995,588
683078886620553216,1855,517
683030066213818368,1997,667
682962037429899265,33719,14844
682808988178739200,1625,154
682788441537560576,2278,1016
682750546109968385,1401,398
682697186228989953,1213,333
682662431982772225,2809,987
682638830361513985,1903,534
682429480204398592,3175,1044
682406705142087680,6955,1584
682393905736888321,2067,595
682389078323662849,1538,423
682303737705140231,2815,883
682259524040966145,3798,1078
682242692827447297,2963,1036
682088079302213632,16748,8855
682059653698686977,4529,1526
682047327939461121,2949,847
682032003584274432,6047,1789
682003177596559360,2856,1365
681981167097122816,2593,917
681891461017812993,2268,744
681694085539872773,11790,3681
681679526984871937,1627,399
681654059175129088,2412,819
681610798867845120,1727,416
681579835668455424,3248,1175
681523177663676416,13140,5193
681340665377193984,1517,246
681339448655802368,8547,3694
681320187870711809,2403,671
681302363064414209,3594,1619
681297372102656000,2955,853
681281657291280384,2960,993
681261549936340994,1333,235
681242418453299201,1355,469
681231109724700672,2236,437
681193455364796417,3407,1333
680970795137544192,2208,583
680959110691590145,4210,1818
680940246314430465,2920,935
680934982542561280,1911,391
680913438424612864,2208,562
680889648562991104,1609,323
680836378243002368,3181,1183
680805554198020098,1973,607
680801747103793152,2185,739
680798457301471234,2600,937
680609293079592961,2409,624
680583894916304897,3298,1186
680497766108381184,3884,1729
680494726643068929,1572,438
680473011644985345,2343,669
680440374763077632,1321,440
680221482581123072,1355,260
680206703334408192,2583,1042
680191257256136705,1976,441
680176173301628928,3552,1392
680161097740095489,2136,669
680145970311643136,3310,1557
680130881361686529,2111,854
680115823365742593,2493,822
680100725817409536,3300,1245
680085611152338944,11718,8125
680070545539371008,2382,771
679877062409191424,1789,576
679872969355714560,2010,596
679862121895714818,2246,554
679854723806179328,2610,1099
679844490799091713,2186,687
679828447187857408,33078,12547
679777920601223168,2854,995
679736210798047232,1910,714
679729593985699840,1991,747
679722016581222400,1537,425
679530280114372609,4363,1880
679527802031484928,2422,649
679511351870550016,3068,1143
679503373272485890,2906,1332
679475951516934144,1920,578
679462823135686656,29328,16949
679405845277462528,2158,1073
679158373988876288,19380,7218
679148763231985668,2552,920
679132435750195208,2698,1034
679111216690831360,5417,2306
679062614270468097,15455,7186
679047485189439488,2055,585
679001094530465792,2590,1092
678991772295516161,2065,1015
678969228704284672,1498,408
678800283649069056,2352,816
678798276842360832,3158,1027
678774928607469569,2570,819
678767140346941444,3215,1222
678764513869611008,1479,413
678755239630127104,6469,2919
678740035362037760,3390,1484
678708137298427904,5116,2178
678675843183484930,2597,1315
678643457146150913,1877,359
678446151570427904,3651,1371
678424312106393600,4989,2265
678410210315247616,3819,1607
678399652199309312,73273,28478
678396796259975168,1454,372
678389028614488064,1711,380
678380236862578688,2234,821
678341075375947776,1573,471
678334497360859136,1181,222
678278586130948096,10398,5479
678255464182861824,1448,327
678023323247357953,1740,339
678021115718029313,12345,5608
677961670166224897,3132,1520
677918531514703872,1216,364
677895101218201600,4388,1839
677716515794329600,2783,874
677700003327029250,3110,1285
677698403548192770,1118,285
677687604918272002,2253,753
677673981332312066,3032,1345
677662372920729601,1773,841
677644091929329666,1707,724
677573743309385728,1934,598
677565715327688705,1188,410
677557565589463040,2214,1013
677547928504967168,6307,3285
677530072887205888,965,203
677335745548390400,2755,1545
677334615166730240,1224,251
677331501395156992,986,208
677328882937298944,3329,1341
677314812125323265,1497,470
677301033169788928,1111,354
677269281705472000,1795,635
677228873407442944,3204,1463
677187300187611136,2479,810
676975532580409345,2524,948
676957860086095872,2020,719
676949632774234114,1184,348
676948236477857792,1956,771
676946864479084545,1575,325
676942428000112642,1870,664
676936541936185344,11603,4419
676916996760600576,2691,1611
676897532954456065,2053,648
676864501615042560,1887,622
676821958043033607,20663,13736
676819651066732545,1653,602
676811746707918848,1303,379
676776431406465024,4516,1800
676617503762681856,2612,853
676613908052996102,984,175
676606785097199616,1719,385
676603393314578432,1039,339
676593408224403456,4126,1885
676590572941893632,840,110
676588346097852417,2079,698
676582956622721024,1076,251
676575501977128964,2327,986
676533798876651520,1697,488
676496375194980353,1373,471
676470639084101634,10560,4169
676440007570247681,1561,588
676430933382295552,1264,302
676263575653122048,1891,483
676237365392908289,1090,250
676219687039057920,70737,27676
676215927814406144,1573,516
676191832485810177,2053,915
676146341966438401,1751,584
676121918416756736,1962,1025
676101918813499392,2580,1048
676098748976615425,2674,1246
676089483918516224,1181,390
675898130735476737,1445,506
675891555769696257,1922,762
675888385639251968,2114,839
675878199931371520,3780,1237
675870721063669760,1465,497
675853064436391936,2415,1132
675849018447167488,864,123
675845657354215424,2046,776
675822767435051008,1385,474
675820929667219457,956,206
675798442703122432,9296,3039
675781562965868544,1454,418
675740360753160193,1058,295
675710890956750848,1686,717
675707330206547968,1785,597
675706639471788032,583,85
675534494439489536,1663,361
675531475945709568,1066,329
675522403582218240,939,249
675517828909424640,1149,407
675501075957489664,15525,5206
675497103322386432,2819,1131
675489971617296384,1149,526
675483430902214656,1662,853
675432746517426176,1360,501
675372240448454658,1526,452
675362609739206656,941,192
675354435921575936,29423,14867
675349384339542016,3527,1998
675334060156301312,2483,1127
675166823650848770,3164,1382
675153376133427200,5584,2259
675149409102012420,3348,1496
675147105808306176,842,197
675146535592706048,1052,255
675145476954566656,1915,779
675135153782571009,1164,411
675113801096802304,1735,686
675111688094527488,867,213
675109292475830276,2518,996
675047298674663426,928,275
675015141583413248,2408,1034
675006312288268288,875,200
675003128568291329,1390,406
674999807681908736,1992,952
674805413498527744,760,316
674800520222154752,2691,748
674793399141146624,2219,950
674790488185167872,983,216
674788554665512960,719,181
674781762103414784,1805,1043
674774481756377088,984,407
674767892831932416,1627,689
674764817387900928,699,200
674754018082705410,1229,382
674752233200820224,1309,400
674743008475090944,1259,465
674742531037511680,431,44
674739953134403584,969,326
674737130913071104,580,80
674690135443775488,1024,411
674670581682434048,1446,565
674664755118911488,809,205
674646392044941312,1278,429
674644256330530816,927,241
674638615994089473,1515,509
674632714662858753,1340,501
674606911342424069,840,86
674468880899788800,5549,1776
674447403907457024,953,314
674436901579923456,988,344
674422304705744896,1281,464
674416750885273600,610,115
674410619106390016,1066,400
674394782723014656,1333,487
674372068062928900,766,280
674330906434379776,505,65
674318007229923329,1250,449
674307341513269249,10125,6020
674291837063053312,13155,5130
674271431610523648,1393,644
674269164442398721,824,202
674265582246694913,1455,728
674262580978937856,1178,382
674255168825880576,1300,464
674082852460433408,681,144
674075285688614912,886,245
674063288070742018,5715,1905
674053186244734976,2948,1126
674051556661161984,1292,431
674045139690631169,1268,564
674042553264685056,636,109
674038233588723717,975,366
674036086168010753,759,181
674024893172875264,1582,1084
674019345211760640,1013,264
674014384960745472,1387,559
674008982932058114,1084,299
673956914389192708,1747,835
673919437611909120,1058,325
673906403526995968,2840,1428
673887867907739649,841,220
673716320723169284,2782,669
673715861853720576,3162,1807
673711475735838725,937,264
673709992831262724,751,236
673708611235921920,952,253
673707060090052608,988,346
673705679337693185,1124,358
673700254269775872,1283,500
673697980713705472,3508,1691
673689733134946305,1539,569
673688752737402881,1126,438
673686845050527744,1275,377
673680198160809984,1229,414
673662677122719744,1124,327
673656262056419329,650,198
673636718965334016,993,307
673612854080196609,1426,630
673583129559498752,1063,313
673580926094458881,738,238
673576835670777856,1229,486
673363615379013632,931,266
673359818736984064,1287,592
673355879178194945,1342,491
673352124999274496,1493,471
673350198937153538,684,184
673345638550134785,2227,1099
673343217010679808,855,234
673342308415348736,1132,492
673320132811366400,11939,6869
673317986296586240,781,216
673295268553605120,6718,2743
673270968295534593,956,312
673240798075449344,1276,614
673213039743795200,1969,724
673148804208660480,1488,547
672997845381865473,1753,630
672995267319328768,844,251
672988786805112832,873,253
672984142909456390,1117,470
672980819271634944,1624,888
672975131468300288,1499,775
672970152493887488,837,302
672968025906282496,1183,469
672964561327235073,1260,557
672902681409806336,1231,422
672898206762672129,792,363
672884426393653248,1367,728
672877615439593473,909,301
672834301050937345,1151,503
672828477930868736,1109,418
672640509974827008,873,270
672622327801233409,1147,420
672614745925664768,1087,510
672609152938721280,970,338
672604026190569472,966,335
672594978741354496,1177,529
672591762242805761,840,284
672591271085670400,640,157
672538107540070400,900,316
672523490734551040,552,146
672488522314567680,990,371
672482722825261057,990,518
672481316919734272,639,110
672475084225949696,1293,606
672466075045466113,1192,447
672272411274932228,5704,2923
672267570918129665,1312,538
672264251789176834,1011,285
672256522047614977,2507,1324
672254177670729728,1272,647
672248013293752320,1526,520
672245253877968896,607,131
672239279297454080,805,275
672231046314901505,1618,876
672222792075620352,700,176
672205392827572224,1981,1006
672169685991993344,909,318
672160042234327040,764,304
672139350159835138,1540,593
672125275208069120,2115,986
672095186491711488,873,328
672082170312290304,836,318
672068090318987265,1135,439
671896809300709376,7601,3667
671891728106971137,1168,480
671882082306625538,3095,1205
671879137494245376,1244,570
671874878652489728,1103,478
671866342182637568,993,418
671855973984772097,791,371
671789708968640512,6304,2993
671768281401958400,1049,434
671763349865160704,1491,772
671744970634719232,1206,661
671743150407421952,674,200
671735591348891648,1284,652
671729906628341761,7481,3792
671561002136281088,11367,6304
671550332464455680,809,183
671547767500775424,1202,496
671544874165002241,1727,888
671542985629241344,964,483
671538301157904385,837,334
671536543010570240,1036,343
671533943490011136,895,493
671528761649688577,737,214
671520732782923777,1218,454
671518598289059840,829,252
671511350426865664,1423,605
671504605491109889,6226,3114
671497587707535361,825,388
671488513339211776,884,412
671486386088865792,509,172
671485057807351808,677,195
671390180817915904,1280,651
671362598324076544,974,257
671357843010908160,351,133
671355857343524864,420,104
671347597085433856,833,369
671186162933985280,639,176
671182547775299584,977,283
671166507850801152,778,301
671163268581498880,1455,965
671159727754231808,313,68
671154572044468225,624,186
671151324042559489,587,126
671147085991960577,582,191
671141549288370177,1022,569
671138694582165504,822,340
671134062904504320,653,162
671122204919246848,3080,2181
671115716440031232,1213,670
671109016219725825,1003,377
670995969505435648,968,241
670842764863651840,22028,7558
670840546554966016,523,165
670838202509447168,980,598
670833812859932673,382,109
670832455012716544,646,184
670826280409919488,4861,3495
670823764196741120,674,159
670822709593571328,544,83
670815497391357952,2775,1314
670811965569282048,983,230
670807719151067136,1052,425
670804601705242624,1733,815
670803562457407488,302,77
670797304698376195,659,203
670792680469889025,732,237
670789397210615808,583,210
670786190031921152,527,168
670783437142401025,721,330
670782429121134593,1347,654
670780561024270336,699,249
670778058496974848,297,62
670764103623966721,958,371
670755717859713024,392,87
670733412878163972,848,446
670727704916926465,736,312
670717338665226240,1048,416
670704688707301377,686,318
670691627984359425,517,209
670679630144274432,664,240
670676092097810432,214,35
670668383499735048,9441,4305
670474236058800128,1336,631
670468609693655041,313,77
670465786746662913,852,467
670452855871037440,489,174
670449342516494336,1073,567
670444955656130560,6046,1738
670442337873600512,580,175
670435821946826752,937,435
670434127938719744,1254,560
670433248821026816,294,100
670428280563085312,1229,521
670427002554466305,462,141
670421925039075328,1142,549
670420569653809152,538,265
670417414769758208,501,280
670411370698022913,1792,766
670408998013820928,484,187
670403879788544000,376,128
670385711116361728,489,173
670374371102445568,669,236
670361874861563904,288,55
670338931251150849,373,96
670319130621435904,3466,1065
670303360680108032,382,107
670290420111441920,622,249
670093938074779648,909,276
670086499208155136,620,217
670079681849372674,1954,1055
670073503555706880,1383,677
670069087419133954,551,205
670061506722140161,666,290
670055038660800512,592,279
670046952931721218,576,151
670040295598354432,658,96
670037189829525505,527,240
670003130994700288,295,77
669993076832759809,284,70
669972011175813120,392,133
669970042633789440,271,43
669942763794931712,444,131
669926384437997569,338,81
669923323644657664,202,50
669753178989142016,705,340
669749430875258880,227,55
669684865554620416,446,74
669683899023405056,338,93
669682095984410625,312,115
669680153564442624,585,241
669661792646373376,714,365
669625907762618368,3112,1563
669603084620980224,845,316
669597912108789760,446,131
669583744538451968,1315,800
669573570759163904,388,120
669571471778410496,1406,877
669567591774625800,202,45
669564461267722241,335,104
669393256313184256,313,62
669375718304980992,1173,626
669371483794317312,434,148
669367896104181761,404,129
669363888236994561,556,200
669359674819481600,329,103
669354382627049472,2379,1091
669353438988365824,562,226
669351434509529089,376,153
669328503091937280,905,364
669327207240699904,496,101
669324657376567296,438,182
669216679721873412,1053,346
669214165781868544,384,135
669203728096960512,886,406
669037058363662336,571,264
669015743032369152,649,323
669006782128353280,509,209
669000397445533696,18646,5504
668994913074286592,390,188
668992363537309700,657,292
668989615043424256,594,288
668988183816871936,797,389
668986018524233728,477,140
668981893510119424,479,258
668979806671884288,701,292
668975677807423489,1151,495
668967877119254528,127,18
668960084974809088,618,209
668955713004314625,241,63
668932921458302977,227,50
668902994700836864,275,87
668892474547511297,353,126
668872652652679168,475,267
668852170888998912,409,139
668826086256599040,381,112
668815180734689280,491,225
668779399630725120,627,325
668655139528511488,470,187
668645506898350081,772,457
668643542311546881,782,446
668641109086707712,942,465
668636665813057536,918,435
668633411083464705,2454,1375
668631377374486528,616,280
668627278264475648,281,97
668625577880875008,328,111
668623201287675904,1244,653
668620235289837568,181,35
668614819948453888,542,272
668587383441514497,1472,918
668567822092664832,206,46
668544745690562560,452,197
668542336805281792,403,181
668537837512433665,226,61
668528771708952576,402,189
668507509523615744,276,87
668496999348633600,358,114
668484198282485761,371,207
668480044826800133,394,127
668466899341221888,767,439
668297328638447616,556,255
668291999406125056,213,28
668286279830867968,436,116
668274247790391296,719,196
668268907921326080,483,206
668256321989451776,1148,516
668248472370458624,838,406
668237644992782336,5428,2413
668226093875376128,246,85
668221241640230912,452,168
668204964695683073,488,171
668190681446379520,576,171
668171859951755264,424,162
668154635664932864,438,272
668142349051129856,509,239
668113020489474048,581,207
667937095915278337,1112,690
667924896115245057,264,95
667915453470232577,184,46
667911425562669056,430,245
667902449697558528,757,334
667886921285246976,1646,907
667885044254572545,729,398
667878741721415682,348,101
667873844930215936,551,338
667866724293877760,2710,898
667861340749471744,222,69
667832474953625600,254,54
667806454573760512,927,417
667801013445750784,283,81
667793409583771648,606,286
667782464991965184,363,210
667773195014021121,204,44
667766675769573376,372,185
667728196545200128,324,126
667724302356258817,423,268
667550904950915073,0,28
667550882905632768,0,25
667549055577362432,5093,1944
667546741521195010,303,106
667544320556335104,761,456
667538891197542400,175,58
667534815156183040,716,443
667530908589760512,409,206
667524857454854144,1496,964
667517642048163840,332,165
667509364010450944,6043,1856
667502640335572993,484,193
667495797102141441,456,231
667491009379606528,456,189
667470559035432960,225,85
667455448082227200,171,53
667453023279554560,279,73
667443425659232256,681,486
667437278097252352,396,197
667435689202614272,267,76
667405339315146752,410,196
667393430834667520,168,50
667369227918143488,328,144
667211855547486208,425,209
667200525029539841,544,227
667192066997374976,332,86
667188689915760640,643,330
667182792070062081,12507,5254
667177989038297088,166,48
667176164155375616,524,386
667174963120574464,218,69
667171260800061440,186,72
667165590075940865,2376,965
667160273090932737,219,50
667152164079423490,42174,14569
667138269671505920,4002,1862
667119796878725120,284,105
667090893657276420,286,105
667073648344346624,351,103
667070482143944705,72,13
667065535570550784,143,40
667062181243039745,192,45
667044094246576128,163,43
667012601033924608,394,186
666996132027977728,213,79
666983947667116034,2242,842
666837028449972224,702,467
666835007768551424,183,65
666826780179869698,218,79
666817836334096384,442,209
666804364988780544,206,78
666786068205871104,658,408
666781792255496192,325,168
666776908487630848,303,148
666739327293083650,207,59
666701168228331520,371,182
666691418707132416,159,42
666649482315059201,993,524
666644823164719104,208,69
666454714377183233,447,179
666447344410484738,90,19
666437273139982337,106,40
666435652385423360,137,42
666430724426358785,276,160
666428276349472768,139,67
666421158376562688,272,91
666418789513326592,107,39
666411507551481857,371,262
666407126856765440,93,30
666396247373291520,147,68
666373753744588802,162,73
666362758909284353,649,468
666353288456101888,179,56
666345417576210432,241,122
666337882303524864,168,79
666293911632134144,425,289
666287406224695296,123,56
666273097616637952,151,66
666268910803644416,99,38
666104133288665088,12856,5460
666102155909144576,66,11
666099513787052032,133,53
666094000022159362,142,63
666082916733198337,92,37
666073100786774016,274,130
666071193221509120,127,51
666063827256086533,394,180
666058600524156928,99,47
666057090499244032,247,112
666055525042405380,367,196
666051853826850816,1024,700
666050758794694657,115,50
666049248165822465,88,36
666044226329800704,246,115
666033412701032449,100,36
666029285002620928,112,39
666020888022790149,2284,420
